website,country,company,description,location
http://www.sliceintelligence.com,United States,Slice Intelligence,"Slice Ad Solutions enables advertisers to precisely target consumers based on the longitudinal buying behavior of millions of shoppers, across all merchants and brands, at the item level. Because Slice mines shopping data from ereceipts, we can build custom, high-definition segments based on everything people buy--including from your competitors. Slice Ad Solutions is built on top of Slice Intelligence, the leading arbiter of ecommerce measurement.  Slice Intelligence offers the most accurate, comprehensive digital commerce data available, from the largest, most representative panel of online shoppers, with millions under measurement. Slice Intelligence measures digital commerce directly from the consumer, across all retailers, at the item level, and over time. Our retailer-independent methodology precisely measures commerce as it happens. By extracting detailed information from hundreds of millions of aggregated and anonymized e-receipts, Slice can map the entire Purchase Graph, connecting each and every consumer to all their purchases.Slice gets its data from e-receipts – not a browser, app or software installed by the end-user – so its measurement reflects comprehensive shopping behavior across multiple devices, over time which are key in an increasingly omnichannel retail world.Brands: Slice Intelligence, Slice Ad SolutionsCopyright 2014, a2z, Inc. All rights reserved.","Palo Alto, CA"
http://www.softlayer.com,United States,"SoftLayer, an IBM Company","Stop by our booth and take the Softlayer Server ChallengeSoftLayer Technologies Inc.Headquartered in Dallas, SoftLayer operates a global cloud infrastructure platform built for Internet scale. Spanning multiple data centers in the United States, Asia and Europe and a global footprint of network points of presence, SoftLayer’s modular architecture provides unparalleled performance and control, with a full-featured API and sophisticated automation controlling a flexible platform that seamlessly spans physical and virtual devices, and a global network for secure, low-latency communications. With 100,000 servers under management, SoftLayer is the largest privately held Infrastructure-as-a-Service (IaaS) provider in the world with a portfolio of 25,000 leading-edge customers from gaming, interactive, marketing and digital media, hosting, Web 2.0 and social media markets, from Web startups to global enterprises. For more info. visit softlayer.com or call 1.866.398.7638. Copyright 2014, a2z, Inc. All rights reserved.","Dallas, TX"
http://www.soleo.com/,United States,Soleo Communications,"Welcome to the Call Generation!Soleo sells call-based leads. Why spend money on inbound marketing when we can deliver highly qualified leads straight to your business? Soleo connects ready-to-buy callers with merchants who want those leads. If you're a publisher, ad agency, or certified marketing reseller, leads from Soleo will be a great addition to your digital media budget.

Copyright 2014, a2z, Inc. All rights reserved.","Fairport, NY"
http://www.solusrobots.com,Canada,Solus Robots Inc.,"Five foot android robot with moving arms used in the advertising, retail and security industries backed by an 11 years old Call Center Software (Solus One). Our solution maximizes manpower by allowing one agent to control up to eight robots. 

Our in-house manufacturing allows for competitive and pricing advantage for under $10,000 each. Our platform runs on Android allowing easy integration of Flash and screen hardware for advertising. We are also integrating 2 ft. x 3 ft. monitors with facial recognition and RFID technology.Copyright 2014, a2z, Inc. All rights reserved.","Vaughan, ON"
http://www.statsocial.com,United States,StatSocial,"Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.stirista.com/,United States,Stirista,"Stirista is an original compiler of business and consumer e-mail data 
enhanced with a stated goal of mapping every business and consumer with 
an e-mail address. Their technology combines publicly accessible social 
media data with traditional direct marketing resources to provide one of
 the most comprehensive data platforms in the world.Copyright 2014, a2z, Inc. All rights reserved.","San Antonio, TX"
http://,United States,Structured Web,"Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
www.tagazu.com,United States,Tagazu,"Copyright 2014, a2z, Inc. All rights reserved.","Washington, DC"
http://www.tapcliq.com,United States,tapCLIQ/Admoment.net,"Copyright 2014, a2z, Inc. All rights reserved.","Malvern, PA"
www.tealium.com,United States,Tealium,"Copyright 2014, a2z, Inc. All rights reserved.","San Diego, CA"
www.thehoth.com,United States,The HOTH,"Copyright 2014, a2z, Inc. All rights reserved.","Reno, NV"
http://www.thelistinc.com/,United States,The List,"

The List is the largest, most accurate prospecting database of marketing, advertising and agency decision makers in North America. It provides  profiles on advertisers/brands that spend significant dollars on paid media in the US and Canada, and that use agencies and other marketing services providers.Access our company or agency profiles instantly for executive contact information, brand-specific media spend, agency relationships, company financials, and new business insights. Spend less time searching for contacts through out-dated resources and more time developing new business!Copyright 2014, a2z, Inc. All rights reserved.","Atlanta, GA"
http://www.thinaire.net,United States,Thinaire,"Thinaire is a world leader in proximity engagement, enabling marketers to make video, print, and physical display units the launchpad for a set of mobile experiences. We work hard to deliver the right mobile experience to the right user in the right place at the right time. Our award winning platform enables brands like Unilever, adidas, the Detroit Pistons and others to connect more deeply with their customers at the time when they are most likely to be engaged and delighted.  Thinaire's core component offering includes: 
- The Thinaire platform, which allows our users to plan, manage, and monitor proximity marketing campaigns through an easy-to-use award-winning cloud based platform. 
- The Thinaire Engagement Network (TEN), a list of quality apps using the Thinaire SDK to enable proximity experiences in mobile apps downloaded by tens of millions of users. 
- Thinaire target, our patented contextual targeting solution allowing our customers to deliver the right experience to the right user in the right place at the right time. 
- The Thinaire Native Experience Engine: A new approach that goes beyond traditional display advertising with messages that are fully immersed into the app experience, creating a higher level of consumer engagement.  Our most recent product, the Thinaire Video Solution (TVS) enables smart marketers to launch mobile native content from Digital Out Of Home (DOOH) displays, connecting dynamic content to dynamic experiences in a new model we call proximity video.Brands: Our clients include Unilever, Adidas, Procter & Gamble, US Postal ServiceCopyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.towerdata.com,United States,TowerData,"Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
www.trackrevenue.com,United States,Track Revenue,"Copyright 2014, a2z, Inc. All rights reserved.","San Francisco, CA"
http://www.trafficjunky.com,Canada,Traffic Junky,"Buy traffic on our self-serve cpm bidding platform.TrafficJunky Ad Network: Reaching Over 141 Million Web, Mobile and Tablet Visitors Daily    Copyright 2014, a2z, Inc. All rights reserved.","Montreal, QC"
http://www.trafficpartner.com,Germany,TrafficPartner.com,"TrafficPartner represents various companies which are located in Europe and North America. The group currently covers multiple verticals from Mainstream Affiliate Networks to Online Games,Online Dating and Software Bundling/Downloads to Mobile Entertainment. Our company group,which has been in the e-commerce space since 1998, with a multilingual staff of more than 350 employees. TrafficPartners’ mission is more than to provide the best conversion rates for your traffic –TrafficPartner targets the highest monetization for you! We love to buy your Traffic.Copyright 2014, a2z, Inc. All rights reserved.",NA
http://www.hasoffers.com,United States,Tune,"HasOffers provides unbiased attribution analytics for performance advertising. We believe that better attribution technology in the hands of online and mobile marketers creates higher performing advertising relationships that ultimately generate the best value for advertisers. We strive to provide unequaled technology to measure and manage advertising based on accurate attribution, timely reporting, and complete scalability. Our platforms are open and easy-to-integrate, built with expertise that is unmatched in performance advertising.Copyright 2014, a2z, Inc. All rights reserved.","Seattle, WA"
www.upwork.com,NA,Upwork,"Copyright 2014, a2z, Inc. All rights reserved.",NA
http://www.uviaus.com,United States,UviaUs,"We believe in forging equal partnerships with the companies we work with. In our logo the “U” and “Us” are given the same weight to signify this relationship.We are both unique entities with differing focuses, but when we engage together toward a single outcome “via” our ability to capture undivided attention, tell your story in the most meaningful way and create experiences that are lasting and remarkable, we combine to achieve the highest result possible.We have proved the Power of U to some the brightest brands out there. We would love to prove it to U!Copyright 2014, a2z, Inc. All rights reserved.","Seattle, WA"
www.vaacarmy.com,United States,VAAC Army,"Copyright 2014, a2z, Inc. All rights reserved.","Austin, TX"
http://www.vantageanalytics.com,Canada,Vantage Analytics,"Vantage’s SaaS platform is used by thousands of brands in 97 countries around the world. Vantage combines data mining, predictive analytics and a powerful marketing automation suite to enable powerful data driven marketing initiatives on a low budget.
Vantage can perform multivariate tests across thousands of online ads in real time. Images, text, ad sets, bidding, budgets, and placement are all actively monitored and automatically optimized in real-time to dramatically increase ROI.
Recent awards: Named one of the Top 20 hottest, most innovative companies in Canada, Top 25 Canadian Up and Coming ICT Canadian companies (Branham) and Top 20 CIX Canadian Innovation Exchange.Brands: Tapped MobileCopyright 2014, a2z, Inc. All rights reserved.","Toronto, ON"
http://www.venable.com,United States,Venable LLP,"The legal landscape of the Internet changes nearly as quickly as technology itself. As your company expands and innovates online, Venable’s attorneys can help you tackle your challenges, today and tomorrow.Venable LLP is an established law firm serving clients on the cutting edge of technology and the Internet. With deep experience in the technology sector, we provide a comprehensive range of legal services to Internet, e-commerce, software, information technology, telecommunications, and online media companies. We take an integrated approach to delivering legal services and solutions that are critical for technology businesses, such as privacy and data security, intellectual property, advertising and marketing, and technology licensing and outsourcing.Jeffrey D. Knowles
jdknowles@Venable.com
202-344-4860Ari N. Rothman
anrothman@Venable.com
202-344-4220Copyright 2014, a2z, Inc. All rights reserved.","Washington, DC"
http://www.verifi.com,United States,"Verifi, Inc.","Verifi™ is a leading provider of global electronic payment and risk management solutions for card-not-present merchants. The highly customizable payment and real-time reporting platform serves as a foundation for Verifi’s suite of fraud solutions and risk management strategies. With a commitment of reducing risk while increasing profitability for clients, Verifi’s multi-layered approach enables transaction risk management and mitigation, business optimization strategies, cardholder authentication and chargeback representment for all major credit card brands. Verifi is PCI Level 1 certified and headquartered in Los Angeles, California. For more information on Verifi, please visit: www.Verifi.com or email us at info@Verifi.com.Copyright 2014, a2z, Inc. All rights reserved.","Los Angels, CA"
http://vernontechnology.com/,Canada,Vernon Technology Solutions,"Imagine a rental kiosk that comes loaded with all the features you need to deliver a turn-key media experience to your audience and features the following:-color:#333333"">– Commercial-grade multi-touch LCD display.– Unsurpassed image quality and interactive capabilities.– Integrated Wi-Fi and/or 4GLTE technology so you enables internet connectivity from virtually anywhere, and a powerful built-in windows-based media player that effortlessly plays back a variety of HD quality content.– All kiosks come pre-configured with our advanced cloud-based content management and playback software allowing secure, permission-based access for uploading and scheduling content from anywhere via the internet.   For more information: http://vernontechnology.com/digital-signage/  color:#333333"">Copyright 2014, a2z, Inc. All rights reserved.","Markham, ON"
http://www.vertamedia.com,United States,VertaMedia LLC,"VertaMedia is a Video Supply Side Platform with its own Ad Marketplace.
It is designed to facilitate the balance between video ad buyers and sellers, by supplying them with extensive technology and dedicated services, where every publisher can meet his demand for efficient ad serving and effective yield optimization.
The company offers:We are here to help you monetize any types of inventory, including mobile, desktop and Connected.TV with high CPM and Fill rates.
Learn More:  http://verta.media   and  http://videe.tv
REDEFINING EXCELLENCE IN ONLINE ADVERTISING Brands: VertaMedia Video Supply Side Platform. 
Meet your demand for efficient ad serving and effective yield optimization!
Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.cinemacraft.tv,Japan,VIDEOGRAM,"Founded in 2012 in Tokyo, Videogram changes the way online video is consumed.We make video discoverable, engageable, measurable, and monetizable. We achieve these by revolutionizing the user experience and the way people consume online video without impacting hosting, streaming, rights, or  existing monetization. The change in the user experience releases the greatercvalue of video.Videogram, is a Platform, a Format, and Destination. Videogram is used in website embeds, social feeds, in video ad campaigns, live streaming, and electronic programming guides.Video Creators & Publishers can aggregate their content into channels on Videogram.com
Multi Channel Networks can white-label our destination site.The technologies and user interfaces are patented in 80 countries.
Our investors include NTT DoCoMo Ventures, Samsung Ventures, Turner, 500startups, & Tyra Banks.Publisher account creation: http://publisher.videogram.com
Company info: http://www.cinemacraft.tv
Videos: http://www.videogram.comCopyright 2014, a2z, Inc. All rights reserved.",NA
www.vipeline.com,United States,Vipeline,"Copyright 2014, a2z, Inc. All rights reserved.","Jersey City, NJ"
http://www.webinstall.com/,United States,webinstall.com,"WebInstall.com, a division of Tightrope Interactive, Inc., is an install monetization platform and application distribution network.  In market since 2008, our solution is designed to meet the exacting needs of software publishers, marketers and download website operators alike. Our analtyics and testing capabilities help you optimize your campaigns with end-to-end insights into user behavior. You'll be paired with our customer service and analtyics experts to make sure your metrics are on target. Publishers: Our installer management and monetization solution is completely customizable to your brand, including advanced targeting capabilities so that you are reaching the best audience for your product. Advertisers: Maximize your reach and target qualified users with precision so you see conversions. Our years of experience as online marketers of downloadable products, paired with advanced targeting techniques, help you get the best ROI for your money.1(888)390-6358 | contactus@webinstall.comCopyright 2014, a2z, Inc. All rights reserved.","San Francisco, CA"
http://whatrunswhere.com,United States,WhatRunsWhere,"WhatRunsWhere is the premium competitive intelligence service for online advertising and media buying. Our Display Advertising Intelligence Tool tracks over 150,000 unique publishers and identifies the advertisers occupying their ad space. Look in-depth into company and brand level advertisements, learn where your competitors are advertising and find new traffic sources.With our Mobile Advertising Intelligence, gain access to data from 50,000+ mobile publishers and 60,000+ Android apps. Discover new traffic sources, see your competitors’ creative strategies and use key performance indicators to spot what truly works.With data from countries around the globe and actionable insights, WhatRunsWhere quickly allows anyone to dissect advertising campaigns, reducing your risks and improving your ROI along the way. Copyright 2014, a2z, Inc. All rights reserved.","San Francisco, CA"
http://workfront.com,United States,Workfront,"Workfront is a cloud-based Marketing Work Management solution that helps in-house creative teams and agencies, marketing departments, and external agencies conquer the chaos of excessive email, redundant status meetings, constant rework, and tedious approval processes. Unlike other tools, Workfront Marketing Work Cloud is a centralized, easy-to-adopt solution for managing and collaborating on all creative work through the entire work lifecycle, which improves team productivity, credibility, and executive visibility. Thousands of enterprise marketing teams and agencies, such as Adobe, Cisco, Covario, Ralph Lauren, REI, Trek, Schneider Electric, Tommy Hilfiger, and ATB Financial, trust their work to Workfront.Copyright 2014, a2z, Inc. All rights reserved.","Lehi, UT"
http://www.writeraccess.com,United States,WriterAccess,"WriterAccess is the leading content creation platform, now on the Inc. 5000 list of fastest growing companies in the US. Our platform makes it easy for customers to find writers, place orders, and manage the workflow. Order anything you need - articles, blog posts, web copy, production descriptions, press releases, and more. Brands: WriterAccess is the leading content creation platform, now on the Inc. 5000 list of fastest growing companies. Our platform makes it easy to find writers, place orders, and manage the workflow.Copyright 2014, a2z, Inc. All rights reserved.","Boston, MA"
http://wwwpromoter.com,Canada,WWWPromoter,"WWWPromoter is a self-serve digital exchange paired with tools and technology that brings it all together.Copyright 2014, a2z, Inc. All rights reserved.","Toronto, ON"
http://yandiki.com,United States,Yandiki,"Yandiki is a cloud-based platform that enables businesses to access, hire, monitor, coordinate, rate and pay remote creative talent, transparently and on-demand.Yandiki helps its clients to:
- augment client's workforce with resources from Yandiki network of carefully selected talent;
- manage distributed workforce effectively
- create of enterprise-wide private Clouds of Talent, increasing coordination, productivity and scalabilityBrands: YandikiCopyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.yavli.com,United Kingdom,Yavli,"Yavli enables publishers to monetize consumers accessing their properties with ad blocking software running. Utilizing first-party delivery technology that works with all ad blocking software and extensions, Yavli delivers sponsored content units to ad blocker users in an environment where all other traditional advertising, and native advertising content, gets blocked.Marketers tap into the supply generated by Yavli to reach the portion of their target audience they are not able to reach elsewhere due to ad blocking. Copyright 2014, a2z, Inc. All rights reserved.",NA
http://www.youappi.com/,United States,YouAppi,"

YouAppi is a fully managed solution for premium mobile brands, providing one single point to streamline their mobile media buying. YouAppi’s OneRun platform combines the power of machine learning with our proprietary predictive algorithms, and cohort technology, to analyze the mobile content consumption patterns of over 1.1B users, converting data into profitable users.Copyright 2014, a2z, Inc. All rights reserved.","New York, NY"
http://www.zooppa.com,United States,Zooppa,"Zooppa is the world’s leading platform for crowdsourcing professional creative community advertising content production. With a membership of more than 350,000 members, Zooppa works with leading brands and advertising agencies to produce fresh and compelling video, photography and graphic content. Zooppa streamlines the often time-consuming process of producing high-quality marketing content and provides opportunities for creative professionals to have their work showcased by major companies. Zooppa’s innovative and social-centric platform delivers far more than content, offering a cost-effective, inspired approach for reaching consumers, creating online and word-of-mouth buzz and capturing market insights.Copyright 2014, a2z, Inc. All rights reserved.","Seattle, WA"
